name,lat,lon
Boghni,36.5422,3.9531
Blida,36.47,2.8277
Biskra,34.8504,5.728
Birkhadem,36.715,3.05
Birine,35.635,3.225
Bir el Djir,35.72,-0.545
Bir el Ater,34.7449,8.0602
Besbes,36.7022,7.8472
Berrouaghia,36.1352,2.9108
Berriane,32.8265,3.7669
Berrahal,36.8353,7.4533
Bensekrane,35.0746,-1.2243
Ben Mehidi,36.7697,7.9064
Beni Saf,35.301,-1.3823
Beni Mester,34.8704,-1.4232
Beni Mered,36.5239,2.8613
Beni Douala,36.6195,4.0828
Beni Amrane,36.6677,3.5912
Bejaïa,36.7559,5.0843
Béchar,31.6167,-2.2167
Batna,35.556,6.1741
Barika,35.389,5.3658
Barbacha,36.5667,4.9667
Baraki,36.6666,3.0961
Bab Ezzouar,36.7261,3.1829
Azzaba,36.7394,7.1053
Azazga,36.7447,4.3722
Arris,35.2588,6.3471
Arhribs,36.7936,4.3116
Arbatache,36.6377,3.3713
Aoulef,26.9667,1.0833
Annaba,36.9,7.7667
Ammi Moussa,35.8678,1.1114
Amizour,36.6402,4.9013
Algiers,36.7322,3.0875
Akbou,36.4575,4.5349
Aïn Touta,35.3768,5.9
Aïn Temouchent,35.2975,-1.1404
Aïn Taya,36.7933,3.2869
Aïn Smara,36.2674,6.5014
Aïn Sefra,32.75,-0.5833
Aïn Oussera,35.4514,2.9058
’Aïn Merane,36.1628,0.9704
Aïn Kercha,35.9247,6.6953
Aïn Fakroun,35.9711,6.8737
’Aïn el Turk,35.7438,-0.7693
’Aïn el Melh,34.8415,4.1638
’Aïn el Hammam,36.5647,4.3062
‘Aïn el Hadjel,35.67,3.8815
Aïn el Bya,35.8039,-0.3018
’Aïn el Berd,35.364,-0.5128
’Aïn el Bell,34.3438,3.2247
’Aïn Deheb,34.8422,1.547
Aïn Defla,36.264,1.9679
Aïn Bessem,36.2933,3.6732
’Aïn Benian,36.8028,2.9218
Aïn Beïda,35.7964,7.3928
Aïn Arnat,36.1868,5.3135
’Aïn Abid,36.2319,6.9433
Aflou,34.1128,2.1023
Adrar,27.8743,-0.2939
Abou el Hassan,36.4166,1.1962
BABOR - VILLE,36.4899,5.5393
In Salah,27.1968,2.4791
District of Taher,36.772,5.8982
Zamora,-4.0668,-78.9549
Yaguachi Nuevo,-2.0968,-79.6948
Vinces,-1.5561,-79.7519
Ventanas,-1.4416,-79.4594
Velasco Ibarra,-1.0438,-79.6384
Tulcán,0.8119,-77.7173
Tena,-0.9938,-77.8129
Sucre,-1.2797,-80.4189
Santo Domingo de los Colorados,-0.253,-79.1754
Santa Rosa,-3.4488,-79.9595
Santa Elena,-2.2262,-80.8587
San Lorenzo de Esmeraldas,1.2863,-78.8351
Samborondón,-1.9628,-79.724
Salinas,-2.2145,-80.9515
Rosa Zarate,0.3278,-79.4741
Riobamba,-1.671,-78.6471
Quito,-0.2298,-78.525
Quevedo,-1.0286,-79.4635
Puyo,-1.4837,-78.0026
Pujilí,-0.9576,-78.6964
Puerto Francisco de Orellana,-0.4664,-76.9872
Portoviejo,-1.0546,-80.4544
Playas,-2.632,-80.3881
Piñas,-3.6811,-79.6808
Pelileo,-1.3299,-78.5434
Pedro Carbo,-1.8156,-80.2331
Pasaje,-3.3256,-79.807
Otavalo,0.2346,-78.2625
Naranjito,-2.1667,-79.4654
Naranjal,-2.6736,-79.6183
Montecristi,-1.0458,-80.6589
Montalvo,-1.7901,-79.2876
Milagro,-2.134,-79.5942
Manta,-0.9621,-80.7127
Machala,-3.2586,-79.9605
Machachi,-0.5101,-78.5671
Macas,-2.3087,-78.1114
Loja,-3.9931,-79.2042
La Troncal,-2.4236,-79.3398
Latacunga,-0.9352,-78.6155
La Maná,-0.9409,-79.2251
La Libertad,-2.233,-80.9104
Nueva Loja,0.086,-76.8953
Jipijapa,-1.3487,-80.5788
Ibarra,0.3517,-78.1223
Huaquillas,-3.4752,-80.2308
Guayaquil,-2.1962,-79.8862
Guaranda,-1.5926,-79.001
Gualaceo,-2.8926,-78.7781
Esmeraldas,0.9592,-79.654
El Triunfo,-1.9333,-79.9667
Eloy Alfaro,-2.1758,-79.8552
Daule,-1.8611,-79.9777
Cuenca,-2.9006,-79.0045
Chone,-0.6982,-80.0936
Cayambe,0.0408,-78.1452
Catamayo,-3.9865,-79.3591
Cariamanga,-4.328,-79.5555
Calceta,-0.8458,-80.1639
Boca Suno,-0.6983,-77.1408
Balzar,-1.365,-79.9049
Bahía de Caráquez,-0.5979,-80.4237
Babahoyo,-1.8022,-79.5344
Azogues,-2.7397,-78.8486
Atuntaqui,0.3325,-78.2137
Ambato,-1.2491,-78.6168
Viljandi,58.3639,25.59
Tartu,58.3806,26.7251
Tallinn,59.437,24.7535
Pärnu,58.3859,24.4971
Nõmme,59.3776,24.6859
Narva,59.3772,28.1903
Maardu,59.4653,24.9822
Kohtla-Järve,59.3986,27.2731
Zefta,30.7142,31.2442
Ţūkh,30.3549,31.201
Ţimā,26.9084,31.4347
Ţanţā,30.7885,31.0019
Ţāmiyah,29.4764,30.9612
Ţalkhā,31.0539,31.3779
Talā,30.6798,30.9436
Ţahţā,26.7687,31.502
Sumusţā as Sulţānī,28.9167,30.85
Sohag,26.557,31.6948
Sinnūris,29.4134,30.8658
Sīdī Sālim,31.2713,30.7862
Sīdī Barānī,31.6117,25.9254
Shubrā al Khaymah,30.1251,31.2505
Shirbīn,31.1969,31.5243
Shibīn al Qanāṭir,30.3127,31.3202
Shibīn al Kawm,30.5526,31.009
Samannūd,30.9616,31.2407
Samālūţ,28.3121,30.7101
Rosetta,31.3995,30.4172
Ras Gharib,28.3583,33.0783
Quwaysinā,30.5648,31.1578
Quţūr,30.9722,30.9561
Qūş,25.9154,32.7629
Qinā,26.1642,32.7267
Qalyūb,30.1792,31.2056
Naja' Ḥammādī,26.0495,32.2414
Mīt Ghamr,30.7152,31.2592
Minyat an Naşr,31.1262,31.6431
Munūf,30.466,30.932
Maţāy,28.4187,30.7786
Mashtūl as Sūq,30.3606,31.3776
Mersa Matruh,31.3529,27.2372
Manfalūţ,27.3126,30.9699
Mallawī,27.7326,30.8413
Maghāghah,28.6478,30.841
Madīnat Sittah Uktūbar,29.8167,31.05
Madīnat an Naşr,30.0667,31.3
Al ‘Āshir min Ramaḑān,30.2964,31.7463
Kirdāsah,30.031,31.1111
Kawm Umbū,24.4767,32.9463
Kawm Ḩamādah,30.7613,30.6997
Kafr Şaqr,30.7934,31.6258
Kafr az Zayyāt,30.8248,30.818
Kafr ash Shaykh,31.1117,30.9399
Kafr ad Dawwār,31.1338,30.1297
Juhaynah,26.6742,31.4969
Girga,26.3372,31.893
‘Izbat al Burj,31.5084,31.8411
Iţsā,29.2376,30.7894
Isnā,25.2934,32.554
Idkū,31.3073,30.2981
Idfū,24.9792,32.8772
Ibshawāy,29.359,30.6806
Ḩalwān,29.8414,31.3008
Hihyā,30.6713,31.588
Ḩawsh ‘Īsá,30.9128,30.2902
Fuwwah,31.2036,30.5491
Farshūţ,26.055,32.1627
Fāraskūr,31.3298,31.7151
Fāqūs,30.7282,31.797
Damietta,31.4165,31.8133
Diyarb Najm,30.7544,31.4402
Disūq,31.1326,30.6478
Dishnā,26.1224,32.4675
Dikirnis,31.089,31.5948
Dayrūţ,27.5564,30.8106
Dayr Mawās,27.6415,30.8501
Damanhūr,31.0341,30.4682
Būsh,29.1482,31.1273
Port Said,31.2653,32.3019
Safaga,26.7491,33.9389
Bilqās,31.2145,31.358
Bilbays,30.4204,31.5622
Basyūn,30.9398,30.8134
Banī Suwayf,29.0744,31.0978
Banī Mazār,28.4946,30.8053
Banhā,30.4598,31.1842
Zagazig,30.5877,31.502
Awsīm,30.123,31.1357
At Tall al Kabīr,30.5432,31.785
Asyūţ,27.181,31.1837
Aswan,24.0908,32.8994
Suez,29.9737,32.5263
As Sinbillāwayn,30.8825,31.4628
Aş Şaff,29.5647,31.2811
Ash Shuhadā’,30.5968,30.8993
Ashmūn,30.2974,30.9764
Al Wāsiţah,29.3378,31.2056
Luxor,25.6989,32.6421
Al Qūşīyah,27.4402,30.8171
Al Quşayr,26.1061,34.2772
Al Qurayn,30.6162,31.7351
Al Qanāyāt,30.6193,31.4616
Al Qanāţir al Khayrīyah,30.1933,31.137
Cairo,30.0626,31.2497
Al Minyā,28.0919,30.7581
Al Maţarīyah,31.1829,32.0311
Al Manzalah,31.1582,31.936
Al Manşūrah,31.0364,31.3807
Al Minshāh,26.4775,31.8039
Al Maḩallah al Kubrá,30.9706,31.1669
Al Khuşūş,30.1529,31.315
Al Khārjah,25.451,30.5465
Al Khānkah,30.2104,31.3681
Giza,30.0094,31.2086
Al Jammālīyah,31.1806,31.865
Ismailia,30.6043,32.2722
Alexandria,31.2018,29.9158
Al Ibrāhīmīyah,30.7188,31.563
Al Ḩawāmidīyah,29.9,31.25
Al Ḩāmūl,31.3115,31.1477
Hurghada,27.2574,33.8129
Al Fayyūm,29.31,30.8418
Al Fashn,28.8231,30.899
Al Bawīţī,28.3483,28.8694
Al Balyanā,26.2365,32.0039
Al Bājūr,30.4305,31.0368
Al Badārī,26.9931,31.416
Al ‘Ayyāţ,29.6197,31.2575
Arish,31.1316,33.7984
Akhmīm,26.5622,31.7457
Ajā,30.9416,31.2904
Ad Dilinjāt,30.828,30.5355
Abū Tīj,27.0451,31.3184
Abū Qurqāş,27.9304,30.8383
Abū Kabīr,30.7251,31.6715
Abū al Maţāmīr,30.9102,30.1744
Abnūb,27.2688,31.1523
Az Zarqā,31.2086,31.6353
Ain Sukhna,29.6002,32.3167
New Cairo,30.03,31.47
Al-'Ubūr,30.2289,31.4815
Laayoune,27.1418,-13.188
Boujdour,26.1307,-14.4851
Dakhla,23.6848,-15.958
Massawa,15.6081,39.4746
Keren,15.7779,38.4511
Barentu,15.1058,37.5907
Asmara,15.338,38.9318
Assab,13.0092,42.7394
Mendefera,14.8872,38.8153
Zubia,37.1191,-3.584
Zafra,38.4254,-6.4173
Yecla,38.6136,-1.1147
Villena,38.6373,-0.8657
Villarrobledo,39.2699,-2.6012
Vila-real,39.9383,-0.1009
Villanueva de la Serena,38.9766,-5.7974
Villajoyosa,38.5075,-0.2335
Vícar,36.8316,-2.6427
Vélez-Málaga,36.7811,-4.1027
Valencia,39.4739,-0.3797
Valdepeñas,38.7621,-3.3848
Utrera,37.1852,-5.7809
Ubrique,36.6778,-5.446
Úbeda,38.0133,-3.3705
Totana,37.7688,-1.5023
Torrox,36.7579,-3.9523
Torrevieja,37.9787,-0.6822
Torre-Pacheco,37.7429,-0.954
Torrent,39.437,-0.4655
Torremolinos,36.6204,-4.4998
Torre del Mar,36.742,-4.0929
Tomelloso,39.1576,-3.0216
Tomares,37.3728,-6.0459
Toledo,39.8581,-4.0226
Tías,28.9611,-13.645
Telde,27.9924,-15.4192
Teguise,29.0605,-13.564
Tarifa,36.0139,-5.607
Talavera de la Reina,39.9635,-4.8308
Tacoronte,28.4769,-16.4102
Tavernes de la Valldigna,39.072,-0.2662
Sueca,39.2026,-0.3111
Silla,39.3626,-0.4117
Sevilla,37.3828,-5.9732
San Vicent del Raspeig,38.3964,-0.5255
Santomera,38.0615,-1.0488
Santa Pola,38.1916,-0.5658
Santa Lucía,27.9117,-15.5407
Santafé,37.1886,-3.7189
Santa Eulària des Riu,38.9846,1.5341
Santa Cruz de Tenerife,28.4682,-16.2546
Santa Cruz de la Palma,28.6835,-17.7642
Santa Brígida,28.032,-15.5042
San Roque,36.2107,-5.3842
San Pedro del Pinatar,37.8357,-0.791
San Pedro de Alcántara,36.4884,-4.9912
San Miguel De Abona,28.0983,-16.6171
Sanlúcar de Barrameda,36.7781,-6.3515
San Juan de Aznalfarache,37.3581,-6.0373
Sant Joan d'Alacant,38.4015,-0.4362
San Javier,37.8063,-0.8374
San Isidro,28.0762,-16.558
San Fernando,36.4759,-6.1982
La Laguna,28.4853,-16.3201
San Bartolomé de Tirajana,27.9248,-15.5733
San Bartolomé,29.0009,-13.613
Sant Antoni de Portmany,38.9807,1.3036
Sagunto,39.6833,-0.2667
Rota,36.6236,-6.36
Roquetas de Mar,36.7642,-2.6148
Ronda,36.7423,-5.1671
Rojales,38.088,-0.7254
Rincón de la Victoria,36.7171,-4.2758
Ribarroja del Turia,39.546,-0.5707
Requena,39.4883,-1.1004
Realejo Alto,28.3764,-16.5858
Puçol,39.6167,-0.3
Puerto Real,36.5282,-6.1901
Puertollano,38.6871,-4.1073
Puerto del Rosario,28.5004,-13.8627
Puerto de la Cruz,28.414,-16.5487
Puente-Genil,37.3894,-4.7669
La Pobla de Vallbona,39.5975,-0.5547
Priego de Córdoba,37.4381,-4.1952
Pozoblanco,38.3791,-4.8483
Pollença,39.8768,3.0163
Pilar de la Horadada,37.8659,-0.7926
Picassent,39.3635,-0.4595
Paterna,39.5026,-0.4408
Palma,39.5694,2.6502
Palma del Río,37.7002,-5.2812
Pájara,28.3504,-14.1076
Paiporta,39.4281,-0.4176
Osuna,37.2376,-5.1031
Orihuela,38.0848,-0.944
Ontinyent,38.8219,-0.606
Onda,39.965,-0.2604
Oliva,38.9197,-0.1194
Novelda,38.3848,-0.7677
Níjar,36.9666,-2.206
Nerja,36.7528,-3.8744
Navalmoral de la Mata,39.8916,-5.5406
Murcia,37.987,-1.13
Mula,38.041,-1.4901
Mutxamel,38.4158,-0.4453
Motril,36.7507,-3.5179
Morón de la Frontera,37.1208,-5.454
Montilla,37.5863,-4.638
Montijo,38.9084,-6.6178
Moncada,39.5456,-0.3955
Molina de Segura,38.0546,-1.2076
Moguer,37.2756,-6.8385
Mogán,27.8838,-15.7254
Mislata,39.4752,-0.4182
Mijas,36.5958,-4.6373
Miguelturra,38.9644,-3.8905
Mérida,38.9161,-6.3437
Melilla,35.2937,-2.9383
Mazarrón,37.5992,-1.3149
Maspalomas,27.7606,-15.586
Massamagrell,39.5667,-0.3333
Martos,37.7211,-3.9726
Marratxí,39.6214,2.7253
Marchena,37.329,-5.4168
Marbella,36.5154,-4.8858
Maracena,37.2076,-3.6349
Manzanares,38.9992,-3.3699
Manises,39.4914,-0.4635
Manacor,39.5696,3.2096
Málaga,36.7202,-4.4203
Mairena del Aljarafe,37.3446,-6.0639
Mairena del Alcor,37.373,-5.7495
Maó,39.8885,4.2658
Lucena,37.4088,-4.4852
Los Palacios y Villafranca,37.1618,-5.9243
Los Llanos de Aridane,28.6585,-17.9182
Los Barrios,36.1848,-5.4921
Los Alcázares,37.7442,-0.8504
Lorca,37.6712,-1.7017
Lora del Río,37.659,-5.5275
Loja,37.1689,-4.1513
Llucmajor,39.4909,2.8911
Llíria,39.6289,-0.5978
Linares,38.0952,-3.636
Lepe,37.2548,-7.2043
Lebrija,36.9208,-6.0753
La Unión,37.6192,-0.878
Las Torres de Cotillas,38.0282,-1.2419
Las Palmas de Gran Canaria,28.0997,-15.4134
La Solana,38.9442,-3.2381
Las Cabezas de San Juan,36.9838,-5.9393
La Roda,39.2074,-2.1572
La Rinconada,37.4861,-5.9809
La Orotava,28.3908,-16.5231
La Oliva,28.6105,-13.9291
la Nucia,38.6137,-0.1269
La Línea de la Concepción,36.1681,-5.3478
L'Eliana,39.5667,-0.5333
La Carolina,38.2756,-3.6154
La Algaba,37.4632,-6.0111
Jumilla,38.4792,-1.325
Jerez de la Frontera,36.6864,-6.1361
Javea,38.7833,0.1667
Xàtiva,38.9904,-0.5185
Jaén,37.7692,-3.7903
Isla Cristina,37.2,-7.3167
Ingenio,27.9186,-15.4343
Inca,39.7211,2.9109
Icod de los Vinos,28.3724,-16.7119
Ibiza,38.9088,1.433
Ibi,38.6253,-0.5722
Huércal-Overa,37.3892,-1.943
Huelva,37.2664,-6.94
Hellín,38.5106,-1.701
Güimar,28.3112,-16.4128
Guía de Isora,28.2115,-16.7795
Guardamar del Segura,38.0903,-0.6556
Guadix,37.2993,-3.1392
Granadilla de Abona,28.1188,-16.576
Granada,37.1882,-3.6067
Gandia,38.9667,-0.1833
Gáldar,28.147,-15.6502
Fuengirola,36.54,-4.6247
Felanitx,39.4696,3.1483
Estepona,36.4276,-5.1459
El Viso del Alcor,37.3911,-5.7199
El Puerto de Santa María,36.5939,-6.233
El Grao,39.9736,0.0128
El Ejido,36.7763,-2.8146
Elda,38.4778,-0.7916
Elche,38.2622,-0.7011
El Arahal,37.2627,-5.5453
Écija,37.5422,-5.0826
Dos Hermanas,37.2829,-5.9209
Don Benito,38.9563,-5.8616
Denia,38.8408,0.1057
Daimiel,39.07,-3.615
Cullera,39.1667,-0.25
Quart de Poblet,39.4814,-0.4394
Crevillente,38.2499,-0.8098
Coria del Río,37.2877,-6.0541
Córdoba,37.8916,-4.7728
Conil de la Frontera,36.2772,-6.0885
Coín,36.6595,-4.7564
Ciudad Real,38.9863,-3.9291
Cieza,38.24,-1.4199
Xirivella,39.4659,-0.4259
Chipiona,36.7366,-6.437
Chiclana de la Frontera,36.4198,-6.1437
Cehegín,38.0924,-1.7985
Catarroja,39.4,-0.4
Castilleja de la Cuesta,37.3859,-6.0526
Castelló de la Plana,39.9857,-0.0494
Cartaya,37.2811,-7.1507
Cártama,36.7107,-4.633
Cartagena,37.602,-0.984
Carrizal,27.9116,-15.4056
Carmona,37.4712,-5.6461
Carlet,39.2266,-0.5214
Carcaixent,39.1218,-0.4481
Caravaca,38.1056,-1.8634
Candelaria,28.3548,-16.3727
Campo de Criptana,39.4046,-3.1249
Campiña,38.219,-2.9807
El Campello,38.4288,-0.3977
Camas,37.402,-6.0331
Calvià,39.5657,2.5062
Calp,38.6447,0.0445
Callosa de Segura,38.125,-0.8782
Cadiz,36.5267,-6.2891
Cáceres,39.4765,-6.3722
Cabra,37.4725,-4.4421
Burriana,39.889,-0.085
Burjassot,39.5098,-0.4133
Bormujos,37.3736,-6.0723
Bétera,39.5911,-0.4615
Berja,36.8469,-2.9497
Benidorm,38.5382,-0.131
Benetússer,39.4226,-0.3969
Benalmádena,36.5961,-4.5727
Baza,37.4907,-2.7726
Barbate,36.1924,-5.9219
Bailén,38.0964,-3.7779
Baeza,37.9938,-3.471
Baena,37.6167,-4.3224
Badajoz,38.8779,-6.9706
Ayamonte,37.2133,-7.4081
Atarfe,37.2248,-3.6869
Atamaría,37.5999,-0.8068
Aspe,38.3451,-0.7672
Arucas,28.1198,-15.5232
Arroyo de la Miel,36.5992,-4.535
Arrecife,28.963,-13.5477
Arona,28.0996,-16.681
Armilla,37.1439,-3.6253
Arcos de la Frontera,36.7507,-5.8106
Archena,38.1163,-1.3004
Antequera,37.0194,-4.5612
Andújar,38.0392,-4.0508
Altea,38.5988,-0.0514
Almuñécar,36.7339,-3.6907
Almoradí,38.1088,-0.792
Almonte,37.2647,-6.5167
Almería,36.8381,-2.4597
Almendralejo,38.6832,-6.4075
Almassora,39.9473,-0.0631
Almansa,38.8692,-1.0971
Aljaraque,37.2699,-7.0231
Alicante,38.3452,-0.4815
Alhaurín el Grande,36.643,-4.6873
Alhaurín de la Torre,36.664,-4.5614
Alhama de Murcia,37.851,-1.4251
Algemesí,39.1904,-0.4357
Algeciras,36.1333,-5.4505
Alfafar,39.4167,-0.3833
Aldaia,39.4657,-0.46
Alcúdia,39.8532,3.1214
Alcoy,38.7054,-0.4743
Alzira,39.15,-0.4333
Alcázar de San Juan,39.3901,-3.2083
Alcantarilla,37.9694,-1.2171
Alcalá la Real,37.4614,-3.923
Alcalá de Guadaira,37.3379,-5.8395
Alboraya,39.5,-0.35
Albolote,37.2309,-3.6551
Albal,39.4,-0.4167
Albacete,38.9942,-1.8564
Alaquàs,39.4557,-0.461
Agüimes,27.9054,-15.4461
Águilas,37.4063,-1.5829
Adra,36.7483,-3.0208
Adeje,28.1227,-16.726
Grao de Murviedro,39.6417,-0.2389
Zarautz,43.2844,-2.1699
Zaragoza,41.6561,-0.8773
Zamora,41.5063,-5.7446
Viveiro,43.6623,-7.5934
Gasteiz / Vitoria,42.85,-2.6727
Vinaròs,40.4703,0.4756
Villaviciosa de Odón,40.3581,-3.9043
Villaverde,40.35,-3.7
Villaquilambre,42.6468,-5.5584
Vilanova i la Geltrú,41.2239,1.7251
Villanueva del Pardillo,40.4901,-3.9638
Villanueva de la Cañada,40.4469,-4.0043
Vilalba,43.2981,-7.6813
Vilagarcía de Arousa,42.5963,-8.7643
Vilafranca del Penedès,41.3462,1.6971
Vila-seca,41.1112,1.1476
Vilaseca,42.0617,2.2553
Viladecans,41.314,2.0143
Vigo,42.2328,-8.7226
Vic,41.9301,2.2549
Vicálvaro,40.4,-3.6
El Vendrell,41.2167,1.5333
Valls,41.2861,1.2499
Valladolid,41.6552,-4.7237
Valdemoro,40.1908,-3.6789
Rivas-Vaciamadrid,40.326,-3.5109
Utebo,41.7083,-0.9992
Tui,42.0471,-8.6444
Tudela,42.0617,-1.6045
Tortosa,40.8125,0.5216
Torrelodones,40.5765,-3.9266
Torrelavega,43.3494,-4.0479
Torrejón de Ardoz,40.4554,-3.4697
Torredembarra,41.145,1.3986
Tordera,41.6991,2.7189
Tolosa,43.1348,-2.078
Tetuán de las Victorias,40.4598,-3.6975
Teruel,40.3456,-1.1065
Teo,42.75,-8.5
Tàrrega,41.647,1.1396
Terrassa,41.5667,2.0167
Tarragona,41.119,1.2454
Tarancón,40.0085,-3.0073
Soria,41.764,-2.4688
Sitges,41.2351,1.8119
Sestao,43.3098,-3.0072
Seseña,40.1047,-3.6979
Segovia,40.9481,-4.1184
Cerdanyola del Vallès,41.4911,2.1408
Sant Vicenç dels Horts,41.3932,2.0069
Barakaldo,43.2964,-2.9881
Santurtzi,43.3284,-3.0325
Sants,41.3743,2.1383
Sant Just Desvern,41.3839,2.0676
Santiago de Compostela,42.8805,-8.5457
Santa Perpètua de Mogoda,41.5333,2.1833
Santander,43.4647,-3.8044
Barberà del Vallès,41.5159,2.1246
Santa Uxía de Ribeira,42.5535,-8.9909
Santa Coloma de Gramenet,41.4515,2.2081
San Sebastián de los Reyes,40.5555,-3.6273
Donostia / San Sebastián,43.3128,-1.975
Sant Quirze del Vallès,41.5333,2.0833
Sant Pere de Ribes,41.2604,1.7739
San Martín de la Vega,40.2074,-3.5706
San Lorenzo de El Escorial,40.5914,-4.1474
Vilassar de Mar,41.5051,2.3923
Sant Joan Despí,41.3672,2.0574
Sanxenxo,42.4,-8.807
San Fernando de Henares,40.4239,-3.5326
Sant Feliu de Llobregat,41.3833,2.05
Sant Feliu de Guíxols,41.7833,3.0333
Sant Cugat del Vallès,41.4706,2.0861
Sant Celoni,41.6892,2.4896
Sant Carles de la Ràpita,40.6167,0.6
Sant Boi de Llobregat,41.3436,2.0366
Sant Andreu,41.4354,2.1898
San Andrés del Rabanedo,42.6117,-5.6167
Sant Andreu de la Barca,41.4466,1.9719
Sant Adrià de Besòs,41.4307,2.2186
Sama,43.2957,-5.6842
Salt,41.9749,2.7928
Salou,41.0766,1.1416
Salamanca,40.9688,-5.6639
Sabadell,41.5433,2.1094
Rubí,41.4923,2.033
Roses,42.262,3.1769
Ripollet,41.4969,2.1574
Ribeira,42.7381,-8.4411
Reus,41.1561,1.1069
Errenteria,43.312,-1.9023
Redondela,42.2834,-8.6096
Puente de Vallecas,40.3935,-3.662
Ponteareas,42.1748,-8.504
Premià de Mar,41.4921,2.3652
Pozuelo de Alarcón,40.4329,-3.8134
Poio,42.4478,-8.6859
Portugalete,43.321,-3.0206
Porriño,42.1616,-8.6198
Pontevedra,42.431,-8.6444
Ponferrada,42.5466,-6.5962
Plasencia,40.0312,-6.0884
Pinto,40.2415,-3.7
Pineda de Mar,41.6276,2.6889
Piera,41.5223,1.7508
Parla,40.236,-3.7675
Parets del Vallès,41.5748,2.2331
Pamplona,42.8169,-1.6432
Palencia,42.0096,-4.5241
Palamós,41.8484,3.1291
Palafrugell,41.9174,3.1631
Oviedo,43.3603,-5.8448
Oria,43.2554,-2.0187
Ourense,42.3367,-7.8641
Olot,42.181,2.4901
Olesa de Montserrat,41.5437,1.8941
Oleiros,43.3333,-8.3167
Nigrán,42.1415,-8.8066
Navalcarnero,40.2891,-4.012
Narón,43.5018,-8.1908
Mungia,43.3546,-2.8452
Móstoles,40.3223,-3.865
Moratalaz,40.4074,-3.6494
Monzón,41.9108,0.1941
Montornès del Vallès,41.5421,2.2675
Monforte de Lemos,42.5216,-7.5142
Arrasate / Mondragón,43.0644,-2.4898
Montcada i Reixac,41.4833,2.1833
Mollet del Vallès,41.5403,2.2131
Molins de Rei,41.4167,2.0167
Moaña,42.2781,-8.7392
Miranda de Ebro,42.6865,-2.947
Mieres,43.25,-5.7667
Mejorada del Campo,40.3928,-3.4819
Medina del Campo,41.3124,-4.9141
Mataró,41.5421,2.4445
El Masnou,41.4798,2.3188
Martorell,41.474,1.9306
Marín,42.3914,-8.7014
Manresa,41.7282,1.824
Manlleu,42.0023,2.2848
Malgrat de Mar,41.6466,2.7414
Majadahonda,40.4735,-3.8718
Madrid,40.4165,-3.7026
Lugo,43.0099,-7.556
Logroño,42.4667,-2.45
Lloret de Mar,41.6999,2.8456
Laudio / Llodio,43.1432,-2.962
Lleida,41.6167,0.6222
León,42.6,-5.5703
Leioa,43.3269,-2.9888
Leganés,40.3272,-3.7635
Las Rozas de Madrid,40.4929,-3.8737
Lasarte,43.2677,-2.0217
La Sagrera,41.4227,2.1859
"Sant Pere, Santa Caterina i La Ribera",41.3845,2.1815
La Pineda,41.077,1.1789
Lalín,42.6609,-8.1128
Laguna de Duero,41.5815,-4.7233
A Estrada,42.6891,-8.4884
A Coruña,43.3714,-8.396
Irun,43.339,-1.7894
Illescas,40.1221,-3.847
Igualada,41.581,1.6172
Humanes de Madrid,40.2504,-3.8306
Huesca,42.1362,-0.4087
L'Hospitalet de Llobregat,41.3597,2.1003
Hortaleza,40.4744,-3.6411
Horta,41.4363,2.1572
Hernani,43.2662,-1.9762
Gernika-Lumo,43.3167,-2.6833
Getxo,43.3569,-3.0115
Guadalajara,40.6286,-3.1618
Granollers,41.608,2.2877
Gràcia,41.4024,2.1564
Gijón,43.5357,-5.6615
Getafe,40.3057,-3.733
Girona,41.9831,2.8249
Gavà,41.306,2.0012
Gamonal,42.3566,-3.6732
Galdakao,43.2307,-2.8429
Galapagar,40.5783,-4.0043
Hondarribia,43.3686,-1.7962
Fuenlabrada,40.2842,-3.7942
Figueres,42.2664,2.9616
Esplugues de Llobregat,41.3773,2.0881
Esparreguera,41.5381,1.8702
Ermua,43.1872,-2.5026
Erandio,43.3044,-2.9735
El Prat de Llobregat,41.3278,2.0947
Ferrol,43.4845,-8.2329
El Escorial,40.5825,-4.1285
El Astillero,43.4009,-3.8205
el Raval,41.3804,2.1686
Ejea de los Caballeros,42.1263,-1.1372
Eibar,43.1849,-2.4716
Durango,43.1712,-2.6338
Culleredo,43.2879,-8.3886
Cuenca,40.0667,-2.1333
Coslada,40.4238,-3.5613
Cornellà de Llobregat,41.35,2.0833
Colmenar Viejo,40.6591,-3.7676
Collado-Villalba,40.6351,-4.0049
el Clot,41.4099,2.1905
Ciudad Lineal,40.445,-3.6513
Ciutadella,40.0011,3.8414
Ciempozuelos,40.1591,-3.621
Chamartín,40.4621,-3.6766
Castro-Urdiales,43.3828,-3.2204
Castelldefels,41.2779,1.9703
Castellar del Vallès,41.6167,2.0833
Cardedeu,41.6398,2.3574
Carballo,43.213,-8.691
Canovelles,41.6167,2.2833
Cangas do Morrazo,42.2641,-8.7846
Cambrils,41.07,1.0595
Cambre,43.2944,-8.3474
Camargo,43.4074,-3.885
Calella,41.6138,2.6542
Caldes de Montbui,41.6333,2.1667
Calatayud,41.3535,-1.6432
Calahorra,42.3051,-1.9652
Calafell,41.2,1.5683
Burlata,42.8256,-1.6167
Burgos,42.3411,-3.7018
Boiro,42.6472,-8.8846
Boadilla del Monte,40.405,-3.8784
Blanes,41.6742,2.7904
